;MODULO;ACCIONES;RESPUESTA;RECOMENDACIONES;ANEXOS;FORTALECIMIENTOS;Columna1
19. Tenemos una estrategia dirigida a privados, presentes en mi territorio, para que publiquen información ambiental.Sí - Intermedio;Módulo 2: Participación Ciudadana, Control Social y Toma de Decisiones Ambientales;19. Tenemos una estrategia dirigida a privados, presentes en mi territorio, para que publiquen información ambiental.;Sí - Intermedio;Revisen y actualicen la estrategia institucional existente para incorporar mecanismos que evalúen el impacto de la publicación de información ambiental por parte de privados, por ejemplo, mediante indicadores de acceso, reutilización o mejoras en la toma de decisiones y fortalezcan las capacidades del equipo técnico mediante jornadas de formación y espacios de acompañamiento.;;;
19. Tenemos una estrategia dirigida a privados, presentes en mi territorio, para que publiquen información ambiental.Sí - Avanzado;Módulo 2: Participación Ciudadana, Control Social y Toma de Decisiones Ambientales;19. Tenemos una estrategia dirigida a privados, presentes en mi territorio, para que publiquen información ambiental.;Sí - Avanzado;"Incluyan mecanismos de evaluación participativa del impacto generado por la publicación de información ambiental por parte de privados; para ello, pueden incorporar indicadores tanto cuantitativos (como número de accesos, solicitudes o descargas) como cualitativos (percepciones de utilidad o confianza), así como convocar espacios de diálogo con organizaciones sociales, comunidades locales y otros actores interesados para recoger insumos que permitan mejorar los contenidos, formatos y canales de publicación.";;;
19. Tenemos una estrategia dirigida a privados, presentes en mi territorio, para que publiquen información ambiental.No;Módulo 2: Participación Ciudadana, Control Social y Toma de Decisiones Ambientales;19. Tenemos una estrategia dirigida a privados, presentes en mi territorio, para que publiquen información ambiental.;No;"¡ALERTA! Diseñen una estrategia proactiva dirigida a los actores privados del territorio para fomentar la publicación voluntaria de información ambiental relevante, estableciendo alianzas estratégicas y brindándoles orientación sencilla sobre cómo divulgar sus datos de forma clara y útil; pueden incluir incentivos simbólicos, compromisos públicos o espacios colaborativos que contribuyan a la transparencia ambiental y al cumplimiento de la Ley 1712 de 2014 y el Acuerdo de Escazú.";;;
19. Tenemos una estrategia dirigida a privados, presentes en mi territorio, para que publiquen información ambiental.No aplica;Módulo 2: Participación Ciudadana, Control Social y Toma de Decisiones Ambientales;19. Tenemos una estrategia dirigida a privados, presentes en mi territorio, para que publiquen información ambiental.;No aplica;¡ALERTA! Recuerde que el acceso a la información ambiental es un derecho. Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad.  ;VER ANEXO XX. ;;
20. Tenemos un plan ajustado a los marcos normativos nacionales e internacionales para asegurar la participación ciudadana en la toma de decisiones ambientales que incluye las obligaciones internacionales respecto a los derechos de los pueblos indígenas y las comunidades locales.Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;20. Tenemos un plan ajustado a los marcos normativos nacionales e internacionales para asegurar la participación ciudadana en la toma de decisiones ambientales que incluye las obligaciones internacionales respecto a los derechos de los pueblos indígenas y las comunidades locales.;Sí - Básico;"Formulen un plan integral que incorpore el enfoque étnico-territorial y garantice el cumplimiento de los marcos normativos nacionales e internacionales relacionados con la participación ambiental; para ello, identifiquen de manera participativa a las comunidades étnicas presentes en el territorio, reconozcan sus dinámicas organizativas y aseguren la inclusión de medidas culturalmente pertinentes que reflejen sus derechos colectivos, prioridades ambientales y mecanismos tradicionales de decisión. ";Cómo incorporar el enfoque etnico territorial en la participación. VER ANEXO XX;;
20. Tenemos un plan ajustado a los marcos normativos nacionales e internacionales para asegurar la participación ciudadana en la toma de decisiones ambientales que incluye las obligaciones internacionales respecto a los derechos de los pueblos indígenas y las comunidades locales.Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;20. Tenemos un plan ajustado a los marcos normativos nacionales e internacionales para asegurar la participación ciudadana en la toma de decisiones ambientales que incluye las obligaciones internacionales respecto a los derechos de los pueblos indígenas y las comunidades locales.;Sí - Intermedio;"Mejoren la implementación de su plan mediante acciones articuladas de consulta previa, seguimiento concertado y formación continua, asegurándose de que estas se desarrollen en lenguas propias cuando sea necesario y en espacios definidos por las comunidades; además, verifiquen que las medidas adoptadas estén alineadas con los principios del Acuerdo de Escazú y la Ley 1757 de 2015, promoviendo la participación activa y la justicia ambiental para los pueblos étnicos en condiciones de equidad.";;;
20. Tenemos un plan ajustado a los marcos normativos nacionales e internacionales para asegurar la participación ciudadana en la toma de decisiones ambientales que incluye las obligaciones internacionales respecto a los derechos de los pueblos indígenas y las comunidades locales.Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;20. Tenemos un plan ajustado a los marcos normativos nacionales e internacionales para asegurar la participación ciudadana en la toma de decisiones ambientales que incluye las obligaciones internacionales respecto a los derechos de los pueblos indígenas y las comunidades locales.;Sí - Avanzado;"Compartan el plan como una buena práctica institucional mediante su publicación en espacios digitales accesibles y su presentación en eventos interinstitucionales o comunitarios, destacando cómo contribuye al cumplimiento efectivo de la Ley 1757 de 2015 y el Acuerdo de Escazú en términos de participación, transparencia y enfoque diferencial; asimismo, documenten las lecciones aprendidas y creen materiales pedagógicos para que otras entidades puedan replicar la experiencia.";;;
20. Tenemos un plan ajustado a los marcos normativos nacionales e internacionales para asegurar la participación ciudadana en la toma de decisiones ambientales que incluye las obligaciones internacionales respecto a los derechos de los pueblos indígenas y las comunidades locales.No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;20. Tenemos un plan ajustado a los marcos normativos nacionales e internacionales para asegurar la participación ciudadana en la toma de decisiones ambientales que incluye las obligaciones internacionales respecto a los derechos de los pueblos indígenas y las comunidades locales.;No;"¡ALERTA! La participación es un derecho fundamental consagrado en la Constitución Política de Colombia. Formulen un plan específico de participación ciudadana que integre las obligaciones establecidas por el Acuerdo de Escazú y la Ley 1757 de 2015, incluyendo medidas concretas para garantizar los derechos de los pueblos indígenas y comunidades locales; para ello, incluyan en el diseño del plan a representantes de estos pueblos, consideren tiempos y formas propias de deliberación y aseguren que los espacios de participación sean continuos, vinculantes y con capacidad de incidencia. ";VER ANEXO XX;;
20. Tenemos un plan ajustado a los marcos normativos nacionales e internacionales para asegurar la participación ciudadana en la toma de decisiones ambientales que incluye las obligaciones internacionales respecto a los derechos de los pueblos indígenas y las comunidades locales.No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;20. Tenemos un plan ajustado a los marcos normativos nacionales e internacionales para asegurar la participación ciudadana en la toma de decisiones ambientales que incluye las obligaciones internacionales respecto a los derechos de los pueblos indígenas y las comunidades locales.;No aplica;¡ALERTA! La participación es un derecho fundamental consagrado en la Constitución Política de Colombia, y su garantía se refuerza en el caso de los pueblos indígenas, quienes gozan de especial protección, especialmente en asuntos relacionados con el ambiente. Esta protección está respaldada por la Ley 21 de 1991 (Convenio 169 de la OIT), la Ley 99 de 1993, la Ley 1757 de 2015 y el Acuerdo de Escazú, que reconocen su derecho a participar de manera activa, informada y culturalmente adecuada en las decisiones que puedan afectar sus territorios, recursos naturales y formas de vida. Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad. ; VER ANEXO XX. ;;
21. Promovemos la participación ciudadana abierta e inclusiva en las decisiones ambientales de manera transparente y teniendo en cuenta las necesidades de ciudadanías.Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;21. Promovemos la participación ciudadana abierta e inclusiva en las decisiones ambientales de manera transparente y teniendo en cuenta las necesidades de ciudadanías.;Sí - Básico;Definan y fortalezcan los espacios existentes de participación ciudadana para garantizar mayor inclusión, representatividad y acceso equitativo a la información, en cumplimiento de los principios de transparencia y no discriminación establecidos en el Acuerdo de Escazú y en la Ley 1757 de 2015. Para ello, pueden realizar un diagnóstico participativo de los espacios actuales, ajustar horarios y formatos a las necesidades de los actores del territorio, y asegurar traducción o interpretación en lenguas indígenas cuando sea necesario.;;;
21. Promovemos la participación ciudadana abierta e inclusiva en las decisiones ambientales de manera transparente y teniendo en cuenta las necesidades de ciudadanías.Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;21. Promovemos la participación ciudadana abierta e inclusiva en las decisiones ambientales de manera transparente y teniendo en cuenta las necesidades de ciudadanías.;Sí - Intermedio;Propongan mecanismos estructurados de retroalimentación y trazabilidad de los aportes ciudadanos, complementados con estrategias de comunicación clara, comprensible y accesible para distintos públicos. Esto puede incluir la creación de informes ciudadanos que muestren cómo se tuvieron en cuenta sus aportes, mapas visuales del proceso de toma de decisiones y canales abiertos de consulta permanente.;;;
21. Promovemos la participación ciudadana abierta e inclusiva en las decisiones ambientales de manera transparente y teniendo en cuenta las necesidades de ciudadanías.Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;21. Promovemos la participación ciudadana abierta e inclusiva en las decisiones ambientales de manera transparente y teniendo en cuenta las necesidades de ciudadanías.;Sí - Avanzado;Añadan nuevas estrategias de participación que permitan a la ciudadanía incidir efectivamente en las decisiones ambientales y respondan a las particularidades culturales, sociales y territoriales de las comunidades, integrando enfoques diferenciales. Pueden iniciar con mesas comunitarias de diálogo, consultas previas en temas de alto impacto ambiental y ejercicios de presupuestos participativos en proyectos ambientales locales.;;;
21. Promovemos la participación ciudadana abierta e inclusiva en las decisiones ambientales de manera transparente y teniendo en cuenta las necesidades de ciudadanías.No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;21. Promovemos la participación ciudadana abierta e inclusiva en las decisiones ambientales de manera transparente y teniendo en cuenta las necesidades de ciudadanías.;No;¡ALERTA! Implementen, para iniciar, espacios básicos de participación que faciliten la expresión de necesidades de la ciudadanía y su acceso transparente a la información sobre decisiones ambientales, en coherencia con lo establecido por el Acuerdo de Escazú y la Ley 1757 de 2015. Para esto, pueden habilitar puntos de información comunitaria, convocar encuentros ciudadanos con frecuencia establecida y garantizar la presencia institucional en zonas rurales o de difícil acceso.;;;
21. Promovemos la participación ciudadana abierta e inclusiva en las decisiones ambientales de manera transparente y teniendo en cuenta las necesidades de ciudadanías.No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;21. Promovemos la participación ciudadana abierta e inclusiva en las decisiones ambientales de manera transparente y teniendo en cuenta las necesidades de ciudadanías.;No aplica;¡ALERTA! La participación es un derecho fundamental consagrado en la Constitución Política de Colombia. Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad. ; VER ANEXO XX. ;;
22. Promovemos activamente que la ciudadanía participe en cualquier momento del proceso de toma de decisiones  ambientales.Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;22. Promovemos activamente que la ciudadanía participe en cualquier momento del proceso de toma de decisiones  ambientales.;Sí - Básico;Mejoren la difusión y accesibilidad de los canales existentes, promoviendo activamente su uso en las distintas etapas del proceso de toma de decisiones, en línea con los estándares del Acuerdo de Escazú y la Ley 1757 de 2015. Para ello, pueden actualizar y redistribuir la información sobre estos canales en medios comunitarios, páginas web y redes sociales institucionales, e incluir orientación clara sobre cómo y cuándo usarlos. Si tienen una estrategia de participación ajustenla para  promover activamente que la ciudadanía participe en cualquier momento del proceso de toma de decisiones  si no tienen, diseñenla.;DISEÑO DE ESTRATEGIAS DE PARTICIPACIÓN EN LA TOMA DE DECISIONES AMBIENTALES;;
22. Promovemos activamente que la ciudadanía participe en cualquier momento del proceso de toma de decisiones  ambientales.Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;22. Promovemos activamente que la ciudadanía participe en cualquier momento del proceso de toma de decisiones  ambientales.;Sí - Intermedio;Fortalezcan la estrategia de participación mediante el diseño de contenidos pedagógicos, convocatorias abiertas y permanentes, y mecanismos de retroalimentación ciudadana. Esto puede lograrse a través de cartillas informativas, espacios virtuales interactivos y buzones de sugerencias que permitan una participación más equitativa y continua, conforme a la Ley 1757 de 2015 y a los principios de justicia ambiental del Acuerdo de Escazú.;;;
22. Promovemos activamente que la ciudadanía participe en cualquier momento del proceso de toma de decisiones  ambientales.Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;22. Promovemos activamente que la ciudadanía participe en cualquier momento del proceso de toma de decisiones  ambientales.;Sí - Avanzado;Institucionalicen la participación ciudadana como un componente transversal en todas las fases del proceso de decisión ambiental, con enfoque de derechos, trazabilidad y evaluación participativa. Pueden incluir esta perspectiva en los planes operativos institucionales, elaborar rutas de participación por tipo de decisión y desarrollar indicadores de seguimiento junto con actores sociales.;;;
22. Promovemos activamente que la ciudadanía participe en cualquier momento del proceso de toma de decisiones  ambientales.No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;22. Promovemos activamente que la ciudadanía participe en cualquier momento del proceso de toma de decisiones  ambientales.;No;¡ALERTA! Inicien acciones que permitan a la ciudadanía participar más allá de las etapas formales de consulta, garantizando espacios abiertos, accesibles y periódicos durante todo el proceso de toma de decisiones ambientales. Esto puede incluir foros ciudadanos previos y posteriores a la decisión, encuestas públicas y alianzas con organizaciones comunitarias para convocatorias más inclusivas, en coherencia con el Acuerdo de Escazú y la Ley 1757 de 2015.;;;
22. Promovemos activamente que la ciudadanía participe en cualquier momento del proceso de toma de decisiones  ambientales.No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;22. Promovemos activamente que la ciudadanía participe en cualquier momento del proceso de toma de decisiones  ambientales.;No aplica;¡ALERTA! La participación es un derecho fundamental consagrado en la Constitución Política de Colombia. Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad.  ;VER ANEXO XX. ;;
23. Informamos oportunamente a la ciudadanía sobre los detalles de la participación en los procesos de toma de decisiones ambientales  (por medios físicos, remotos y locales de comunicación).Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;23. Informamos oportunamente a la ciudadanía sobre los detalles de la participación en los procesos de toma de decisiones ambientales  (por medios físicos, remotos y locales de comunicación).;Sí - Básico;Establezcan canales básicos de comunicación que aseguren el acceso claro y oportuno a la información sobre procesos participativos, conforme a los principios del Acuerdo de Escazú y la Ley 1712 de 2014. Esto puede incluir líneas telefónicas institucionales, secciones web actualizadas, mensajes de texto comunitarios o puntos físicos de consulta, especialmente en zonas rurales o de difícil acceso.;;;
23. Informamos oportunamente a la ciudadanía sobre los detalles de la participación en los procesos de toma de decisiones ambientales  (por medios físicos, remotos y locales de comunicación).Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;23. Informamos oportunamente a la ciudadanía sobre los detalles de la participación en los procesos de toma de decisiones ambientales  (por medios físicos, remotos y locales de comunicación).;Sí - Intermedio;Fortalezcan la estrategia de comunicación para garantizar que toda la ciudadanía reciba información comprensible, en lenguaje sencillo, con enfoque territorial y en tiempos adecuados. Esto puede lograrse mediante guías prácticas, piezas audiovisuales breves, traducciones culturales y cronogramas anticipados, contribuyendo al ejercicio efectivo del derecho a participar y al cumplimiento de los principios del Acuerdo de Escazú y de la Ley 1712 de 2014.;;;
23. Informamos oportunamente a la ciudadanía sobre los detalles de la participación en los procesos de toma de decisiones ambientales  (por medios físicos, remotos y locales de comunicación).Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;23. Informamos oportunamente a la ciudadanía sobre los detalles de la participación en los procesos de toma de decisiones ambientales  (por medios físicos, remotos y locales de comunicación).;Sí - Avanzado;Diversifiquen los medios de información utilizados, combinando formatos físicos, digitales y comunitarios, para establecer una estrategia de difusión clara, oportuna y accesible que permita a distintos públicos conocer y acceder a los espacios de participación. Para ello, pueden emplear carteleras locales, emisoras comunitarias, redes sociales institucionales y formatos multilingües o adaptados según el contexto, en cumplimiento del principio de acceso a la información del Acuerdo de Escazú y las disposiciones de la Ley 1712 de 2014.;;;
23. Informamos oportunamente a la ciudadanía sobre los detalles de la participación en los procesos de toma de decisiones ambientales  (por medios físicos, remotos y locales de comunicación).No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;23. Informamos oportunamente a la ciudadanía sobre los detalles de la participación en los procesos de toma de decisiones ambientales  (por medios físicos, remotos y locales de comunicación).;No;¡ALERTA! Diseñen una ruta informativa que incluya los medios a los cuales su entidad tiene acceso o administración. La ruta debe contemplar formatos físicos, digitales y comunitarios, para establecer una estrategia de difusión clara, oportuna y accesible que permita a distintos públicos conocer y acceder a los espacios de participación.;;;
23. Informamos oportunamente a la ciudadanía sobre los detalles de la participación en los procesos de toma de decisiones ambientales  (por medios físicos, remotos y locales de comunicación).No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;23. Informamos oportunamente a la ciudadanía sobre los detalles de la participación en los procesos de toma de decisiones ambientales  (por medios físicos, remotos y locales de comunicación).;No aplica;¡ALERTA! El acceso a la información ambiental incluyendo información para la participación en los procesos de toma de decisiones ambientales es un derecho . Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad.  ;VER ANEXO XX. ;;
24. Tenemos planes específicos para facilitar la participación de las comunidades impactadas directamente en los procesos de toma de decisiones ambientales.Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;24. Tenemos planes específicos para facilitar la participación de las comunidades impactadas directamente en los procesos de toma de decisiones ambientales.;Sí - Básico;Desarrollen planes específicos que faciliten la participación activa de las comunidades directamente impactadas por los procesos de toma de decisiones ambientales, asegurando el cumplimiento de los principios de justicia ambiental, acceso a la información y participación efectiva. Estos planes podrían construirse con metodologías participativas, incluir espacios de escucha activa y definir indicadores de inclusión y equidad, de manera articulada con las disposiciones del Acuerdo de Escazú y la Ley 1757 de 2015 (Ley de Participación). ;MODELO DE PLAN PARA FACILITAR LA PARTICIPACIÓN;;
24. Tenemos planes específicos para facilitar la participación de las comunidades impactadas directamente en los procesos de toma de decisiones ambientales.Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;24. Tenemos planes específicos para facilitar la participación de las comunidades impactadas directamente en los procesos de toma de decisiones ambientales.;Sí - Intermedio;Mejoren la implementación de los planes de participación, asegurando que los mecanismos establecidos sean accesibles, culturalmente apropiados y cuenten con rutas claras de seguimiento y retroalimentación. Esto puede lograrse mediante la aplicación de protocolos interculturales de consulta, la documentación de los aportes ciudadanos y la publicación de informes de cumplimiento de compromisos, fortaleciendo así la legitimidad del proceso conforme al Acuerdo de Escazú y la Ley 1757 de 2015 (Ley de Participación).;;;
24. Tenemos planes específicos para facilitar la participación de las comunidades impactadas directamente en los procesos de toma de decisiones ambientales.Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;24. Tenemos planes específicos para facilitar la participación de las comunidades impactadas directamente en los procesos de toma de decisiones ambientales.;Sí - Avanzado;Consoliden y documenten estas prácticas como referentes institucionales, promoviendo su sostenibilidad, evaluación continua y replicabilidad en otros contextos. Para ello, podrían sistematizar las experiencias implementadas, publicar buenas prácticas en medios institucionales y establecer una estrategia de mejora continua en diálogo con la ciudadanía, en coherencia con las obligaciones del Acuerdo de Escazú y la Ley 1757 de 2015 (Ley de Participación).;;;
24. Tenemos planes específicos para facilitar la participación de las comunidades impactadas directamente en los procesos de toma de decisiones ambientales.No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;24. Tenemos planes específicos para facilitar la participación de las comunidades impactadas directamente en los procesos de toma de decisiones ambientales.;No;¡ALERTA! Creen un plan con acciones concretas que garanticen la participación efectiva de las comunidades más afectadas por los impactos ambientales, asegurando canales de comunicación accesibles, tiempos adecuados y materiales pedagógicos adaptados. Para ello, pueden realizar un mapeo participativo de actores territoriales, adaptar los cronogramas a sus dinámicas comunitarias y generar contenidos en lenguas propias o formatos comprensibles, cumpliendo así con el enfoque diferencial previsto en el Acuerdo de Escazú y la Ley 1757 de 2015 (Ley de Participación).;;;
24. Tenemos planes específicos para facilitar la participación de las comunidades impactadas directamente en los procesos de toma de decisiones ambientales.No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;24. Tenemos planes específicos para facilitar la participación de las comunidades impactadas directamente en los procesos de toma de decisiones ambientales.;No aplica;¡ALERTA! Verifiquen que no estén omitiendo el deber legal de garantizar el acceso a la información ambiental, incluyendo aquella necesaria para participar en los procesos de toma de decisiones ambientales, este es un derecho protegido por el artículo 74 de la Constitución Política de Colombia, el Acuerdo de Escazú y la Ley 1712 de 2014 (Ley de Transparencia).  Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad.  ;VER ANEXO XX. ;;
25. Informamos oportunamente a los grupos directamente afectados sobre su derecho a participar en los proyectos de impacto ambiental. Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;25. Informamos oportunamente a los grupos directamente afectados sobre su derecho a participar en los proyectos de impacto ambiental. ;Sí - Básico;Institucionalicen la práctica de la difusión de la información ambiental dirigida a la población directamente impactada por proyectos ambientales, asegurando que conozcan oportunamente sus derechos de participación. Para ello, identifiquen las comunidades o actores locales afectados y utilicen canales adecuados a su contexto (como emisoras comunitarias, reuniones en sitio, perifoneo o vocerías confiables) elaborando mensajes claros y culturalmente pertinentes. Esta acción da cumplimiento a los principios de equidad y transparencia del Acuerdo de Escazú y la Ley 1757 de 2015.;;;
25. Informamos oportunamente a los grupos directamente afectados sobre su derecho a participar en los proyectos de impacto ambiental. Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;25. Informamos oportunamente a los grupos directamente afectados sobre su derecho a participar en los proyectos de impacto ambiental. ;Sí - Intermedio;Determinen la eficacia y eficiencia de los canales de comunicación con las poblaciones directamente impactadas, evaluando si reciben la información ambiental clara, comprensible y accesible con suficiente antelación. Fortalezcan los canales de comunicación que fueron eficientes y mejoren el nivel de comprensión de los grupos destinatarios, y definan un plazo mínimo de publicación previa a cada etapa de decisión. Esto garantiza una participación informada, tal como lo exige el Acuerdo de Escazú y la Ley 1757 de 2015.;;;
25. Informamos oportunamente a los grupos directamente afectados sobre su derecho a participar en los proyectos de impacto ambiental. Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;25. Informamos oportunamente a los grupos directamente afectados sobre su derecho a participar en los proyectos de impacto ambiental. ;Sí - Avanzado;Consoliden estos procesos en los territorios impactados, asegurando su sostenibilidad mediante la evaluación periódica de la efectividad de los medios utilizados. Pueden aplicar consultas comunitarias, usar mecanismos sencillos de retroalimentación o analizar el acceso a la información mediante estadísticas de consulta. Esta mejora continua fortalece una participación inclusiva, conforme al Acuerdo de Escazú y la Ley 1757 de 2015.;;;
25. Informamos oportunamente a los grupos directamente afectados sobre su derecho a participar en los proyectos de impacto ambiental. No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;25. Informamos oportunamente a los grupos directamente afectados sobre su derecho a participar en los proyectos de impacto ambiental. ;No;¡ALERTA! Identifiquen las comunidades o actores locales afectados,  Creen un plan con acciones concretas que garanticen la participación efectiva de las comunidades más afectadas por los impactos ambientales, asegurando canales de comunicación accesibles, tiempos adecuados y materiales pedagógicos adaptados. ;;;
25. Informamos oportunamente a los grupos directamente afectados sobre su derecho a participar en los proyectos de impacto ambiental. No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;25. Informamos oportunamente a los grupos directamente afectados sobre su derecho a participar en los proyectos de impacto ambiental. ;No aplica;¡ALERTA! Verifiquen que estén cumpliendo con su deber legal de garantizar el acceso a la información ambiental, especialmente aquella necesaria para que la ciudadanía participe de manera efectiva en los procesos de toma de decisiones. Este derecho está protegido por el artículo 74 de la Constitución Política de Colombia, el Acuerdo de Escazú y la Ley 1712 de 2014 (Ley de Transparencia). Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad.  ;VER ANEXO XX. ;;
26. Tenemos una estrategia para asegurar que las observaciones de la ciudadanía sean consideradas y contribuyan en los procesos de toma de decisiones ambientales.Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;26. Tenemos una estrategia para asegurar que las observaciones de la ciudadanía sean consideradas y contribuyan en los procesos de toma de decisiones ambientales.;Sí - Básico;Fortalezcan el proceso de recepción de observaciones incorporando mecanismos de trazabilidad interna que permitan registrar, clasificar y hacer seguimiento a cada uno de los aportes ciudadanos. Pueden apoyarse en formatos estándar, herramientas digitales o matrices que faciliten el seguimiento de las observaciones desde su recepción hasta su respuesta;;;
26. Tenemos una estrategia para asegurar que las observaciones de la ciudadanía sean consideradas y contribuyan en los procesos de toma de decisiones ambientales.Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;26. Tenemos una estrategia para asegurar que las observaciones de la ciudadanía sean consideradas y contribuyan en los procesos de toma de decisiones ambientales.;Sí - Intermedio;Consoliden una estrategia institucional que asegure que todas las observaciones ciudadanas sean sistemáticamente documentadas, analizadas y respondidas en tiempos razonables. Para ello, pueden establecer un protocolo de atención, definir responsables y publicar los resultados de este análisis y reforzando la rendición de cuentas ;;"ABC RDC
Protocolo atención";
26. Tenemos una estrategia para asegurar que las observaciones de la ciudadanía sean consideradas y contribuyan en los procesos de toma de decisiones ambientales.Sí - Avanzado;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;26. Tenemos una estrategia para asegurar que las observaciones de la ciudadanía sean consideradas y contribuyan en los procesos de toma de decisiones ambientales.;Sí - Avanzado;Propongan nuevas prácticas que garanticen que las observaciones ciudadanas sean visibilizadas en las decisiones finales, explicando si fueron acogidas total o parcialmente, y por qué. Pueden incluir cuadros comparativos entre aportes y decisiones o secciones específicas en los informes finales que den cuenta de la influencia ciudadana, asegurando así un sistema accesible, evaluado de forma continua y transparente.;;;
26. Tenemos una estrategia para asegurar que las observaciones de la ciudadanía sean consideradas y contribuyan en los procesos de toma de decisiones ambientales.No;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;26. Tenemos una estrategia para asegurar que las observaciones de la ciudadanía sean consideradas y contribuyan en los procesos de toma de decisiones ambientales.;No;¡ALERTA! Establezcan una estrategia básica para recopilar, organizar y considerar las observaciones ciudadanas dentro del proceso decisorio, con criterios mínimos de sistematización y participación efectiva. Como primer paso, pueden adaptar formatos sencillos, designar un equipo responsable y utilizar medios digitales y presenciales para ampliar el alcance.;;;
26. Tenemos una estrategia para asegurar que las observaciones de la ciudadanía sean consideradas y contribuyan en los procesos de toma de decisiones ambientales.No aplica;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;26. Tenemos una estrategia para asegurar que las observaciones de la ciudadanía sean consideradas y contribuyan en los procesos de toma de decisiones ambientales.;No aplica;¡ALERTA! Verifiquen que estén dando cumplimiento al deber constitucional de garantizar que la ciudadanía pueda involucrarse de manera efectiva, informada y oportuna en los procesos de toma de decisiones, tal como lo establece el artículo 2 de la Constitución Política. Pidan un concepto al área juridica para asegurar que en realidad esto no aplica a su entidad.;  VER ANEXO XX. ;;
27. Informamos oportunamente a la ciudadanía sobre la decisión ambiental final y los motivos que la sustentan.Sí - Básico;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;27. Informamos oportunamente a la ciudadanía sobre la decisión ambiental final y los motivos que la sustentan.;Sí - Básico;Mejoren la manera en que informan a la ciudadanía sobre las decisiones ambientales, pasando de una comunicación básica a una más clara, accesible y comprensible para distintos públicos. Para ello, convendría explicar no solo la decisión adoptada, sino también sus fundamentos técnicos, jurídicos y ambientales. Podrían utilizar recursos visuales (como infografías o videos cortos), lenguaje claro y canales de alto alcance (como redes sociales, emisoras comunitarias o carteleras físicas) que garanticen comprensión e inclusión.;;MODELO DE DIVULGACIÓN MÍNIMA DE UNA DECISION AMBIENTAL;
27. Informamos oportunamente a la ciudadanía sobre la decisión ambiental final y los motivos que la sustentan.Sí - Intermedio;Módulo 3: Participación ciudadana en la toma de decisiones ambientales;27. Informamos oportunamente a la ciudadanía sobre la decisión ambiental final y los motivos que la sustentan.;Sí - Intermedio;Avancen hacia un nivel más sólido y estructurado de divulgación de decisiones ambientales, complementando la información básica con explicaciones técnicas y jurídicas que den cuenta del proceso de toma de decisiones. Se sugiere publicar versiones simplificadas de los actos administrativos, incorporar preguntas frecuentes sobre el tema y habilitar espacios de socialización pública. ;;;
